Category,Quote,Author
university,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
women,Being graded for memorizing male accomplishments with the deep message that we can learn what others do but never do it ourselves.,Gloria Steinem
curiosity,Her searches after knowledge were arbitrary and without context. It was as if she were shining a small flashlight of curiosity into the dark room of the world.,Gloria Steinem
knowledge,Her searches after knowledge were arbitrary and without context. It was as if she were shining a small flashlight of curiosity into the dark room of the world.,Gloria Steinem
marilyn-monroe,Her searches after knowledge were arbitrary and without context. It was as if she were shining a small flashlight of curiosity into the dark room of the world.,Gloria Steinem
fate,"If you find yourself drawn to an event against all logic, go. The universe is telling you something.",Gloria Steinem
inspirational,"If you find yourself drawn to an event against all logic, go. The universe is telling you something.",Gloria Steinem
journey,"If you find yourself drawn to an event against all logic, go. The universe is telling you something.",Gloria Steinem
life,"If you find yourself drawn to an event against all logic, go. The universe is telling you something.",Gloria Steinem
success,"If you find yourself drawn to an event against all logic, go. The universe is telling you something.",Gloria Steinem
death,Men should think twice before making widowhood women's only path to power.,Gloria Steinem
feminism,Men should think twice before making widowhood women's only path to power.,Gloria Steinem
men,Men should think twice before making widowhood women's only path to power.,Gloria Steinem
murder,Men should think twice before making widowhood women's only path to power.,Gloria Steinem
widowhood,Men should think twice before making widowhood women's only path to power.,Gloria Steinem
women,Men should think twice before making widowhood women's only path to power.,Gloria Steinem
womens-rights,Men should think twice before making widowhood women's only path to power.,Gloria Steinem
class-distinction,Rich People plan for three generationsPoor people plan for Saturday night.,Gloria Steinem
inspirational,Rich People plan for three generationsPoor people plan for Saturday night.,Gloria Steinem
dreaming,"Without leaps of imagination or dreaming, we lose the excitement of possibilities. Dreaming, after all is a form of planning.",Gloria Steinem
dreams,"Without leaps of imagination or dreaming, we lose the excitement of possibilities. Dreaming, after all is a form of planning.",Gloria Steinem
excitement,"Without leaps of imagination or dreaming, we lose the excitement of possibilities. Dreaming, after all is a form of planning.",Gloria Steinem
imagination,"Without leaps of imagination or dreaming, we lose the excitement of possibilities. Dreaming, after all is a form of planning.",Gloria Steinem
inspirational,"Without leaps of imagination or dreaming, we lose the excitement of possibilities. Dreaming, after all is a form of planning.",Gloria Steinem
planning,"Without leaps of imagination or dreaming, we lose the excitement of possibilities. Dreaming, after all is a form of planning.",Gloria Steinem
